id,species,eccentricity,aspect ratio,apratio,solidity,convexity,elongation,isoperimetric,perim,area
43,Quercus_Phillyraeoides,0.913138904413,0.40764855114,47.6966691079,0.993102825039,0.816653091122,0.59235144886,0.468394207631,1220.88088139,44995.9055099
45,Fagus_Sylvatica,0.764395010682,0.64474822035,67.1847912167,0.994997486095,0.858766493166,0.35525177965,0.669643496127,1242.66262732,68819.8490393
48,Liriodendron_Tulipifera,0.201591630818,0.979469659757,78.0310856304,0.89224963739,0.85778362065,0.0205303402432,0.577198645274,1685.63319007,110888.562765
49,Cytisus_Battandieri,0.87627889955,0.481804203182,54.3718673621,0.990825663246,0.910571536479,0.518195796818,0.639223548403,1127.6260474,52973.8553138
50,Tilia_Tomentosa,0.342906505384,0.93936953781,87.2590009153,0.973515394643,0.708756749277,0.06063046219,0.449364776744,1929.54697036,114758.492569
54,Rhododendron_x_Russellianum,0.957832154102,0.287328321905,33.6281884624,0.989898663009,0.935596893615,0.712671678095,0.438840255192,1055.19249785,29448.0372746
55,Alnus_Rubra,0.707051216844,0.707162341163,72.8676226936,0.99222203169,0.754351651605,0.292837658837,0.535075761663,1504.41998663,81835.0510001
56,Eucalyptus_Glaucescens,0.949968252329,0.312346473595,27.4269433443,0.860044883672,0.913933326392,0.687653526405,0.305389555415,1177.25851503,24574.4462942
58,Cercis_Siliquastrum,0.545161759893,0.838330874745,88.2184892121,0.973019793704,0.874100565256,0.161669125255,0.74097331418,1527.84134287,118488.958059
60,Cotinus_Coggygria,0.686809193108,0.726837761995,79.9428282492,0.994029447681,0.925679300607,0.273162238005,0.754249779551,1353.63319007,93816.9004118
61,Celtis_Koraiensis,0.751334909405,0.65992109673,67.4452928961,0.992640535326,0.738117339927,0.34007890327,0.45457918069,1513.77532569,69125.7172746
63,Quercus_Crassifolia,0.87273960112,0.488186018477,56.2784733716,0.987504049933,0.791850699425,0.511813981523,0.430456684724,1426.23622045,57096.2329609
64,Quercus_Variabilis,0.933381644773,0.358885364987,42.4623202258,0.981420888214,0.88553096409,0.641114635013,0.473582588605,1146.3712134,39010.4400197
66,Quercus_Hartwissiana,0.78383899705,0.62096411064,63.2173351917,0.952493394377,0.752657438108,0.37903588936,0.499793164724,1440.07684088,67979.1513922
67,Quercus_Kewensis,0.939409585916,0.342796776368,38.9211964238,0.936969007106,0.845357959562,0.657203223632,0.417499586792,1167.34177615,35572.4964903
69,Quercus_Coccifera,0.810267663476,0.586059991404,56.2861528218,0.978753350889,0.772559827925,0.413940008596,0.526622991761,1205.41075192,50465.5717844
71,Cornus_Controversa,0.685381459904,0.728184217365,74.609912232,0.996159671226,0.906593081923,0.271815782635,0.736528181973,1281.39054938,82099.1325687
72,Quercus_Pyrenaica,0.746761761473,0.665091626471,26.6344489862,0.635787774507,0.529222085973,0.334908373529,0.155474322673,2239.46075064,41831.8964903
73,Callicarpa_Bodinieri,0.95058677968,0.310458973614,34.8696068177,0.9882460184,0.879207066522,0.689541026386,0.389949870511,1107.09913546,28922.6784511
75,Quercus_Alnifolia,0.725896345606,0.687804111238,70.6202119499,0.994334837462,0.802014837214,0.312195888762,0.589706774645,1375.10627814,74858.1890393
76,Quercus_Canariensis,0.955446314974,0.29516493559,38.2578336911,0.979211107615,0.82409687797,0.70483506441,0.387272530875,1223.70216584,36174.8051177
78,Acer_Saccharinum,0.60063563013,0.799522882611,29.2245696744,0.640665530406,0.356235209586,0.200477117389,0.0649019469353,3750.10959567,47531.6329609
80,Prunus_X_Shmittii,0.7987809818,0.601621927056,60.8716106052,0.992529519742,0.650082376512,0.398378072944,0.30738978469,1715.72359387,59256.4839413
81,Prunus_Avium,0.920740303637,0.390175977295,43.2583559038,0.989961742145,0.548927507501,0.609824022705,0.239264073632,1601.01291575,38017.5780589
82,Quercus_Greggii,0.85222935826,0.523168348546,60.9110109973,0.991649207898,0.861416444774,0.476831651454,0.611721401851,1249.52554233,63531.1513922
83,Quercus_Suber,0.870675327204,0.491858185453,50.5406620915,0.990606957958,0.858434695916,0.508141814547,0.556405743356,1111.15086729,44557.6031569
84,Quercus_Trojana,0.881288102375,0.472579390804,52.1195282096,0.991750463537,0.763407774366,0.527420609196,0.465574486696,1270.09408483,49109.4337452
85,Liriodendron_Tulipifera,0.304242855274,0.952594501881,80.5071818938,0.915491582191,0.870004483201,0.0474054981187,0.610452273417,1639.9519492,111577.122373
87,Quercus_Coccifera,0.848287206012,0.529536416232,54.9590683328,0.983829690384,0.835987921672,0.470463583768,0.553217016841,1187.81991485,51532.9494314
88,Cercis_Siliquastrum,0.501222376918,0.865318512963,90.0531992008,0.970021585935,0.862459064884,0.134681487037,0.731031679149,1562.62813944,122504.870216
92,Quercus_Suber,0.872549930084,0.488524942567,50.4350470957,0.991110837726,0.885391168566,0.511475057433,0.575736460528,1095.03311828,44710.1125687
100,Celtis_Koraiensis,0.759486436776,0.650523137446,64.0693451008,0.993440698115,0.7086406907,0.349476862554,0.469909823481,1409.50829839,62020.9243334
101,Quercus_Dolicholepis,0.825157587001,0.56490260808,61.1611150326,0.994007103408,0.845020562524,0.43509739192,0.617567075132,1217.48391177,60706.8239413
103,Rhododendron_x_Russellianum,0.95192143488,0.306342262538,37.4643024938,0.985350418471,0.926415457554,0.693657737462,0.494630091148,1055.33463347,34336.9117844
106,Ilex_Cornuta,0.752906497933,0.658127499327,66.2530724199,0.995514064348,0.84560342119,0.341872500673,0.720840478562,1168.27070834,66131.8427648
107,Tilia_Oliveri,0.389047347011,0.921217760241,80.8110035851,0.964688030693,0.754009064702,0.0787822397587,0.489854302472,1739.39769206,100247.705902
108,Quercus_Semecarpifolia,0.719738292355,0.694245482893,70.4397740232,0.991346065879,0.803794878645,0.305754517107,0.552801758647,1428.66262732,75778.0823726
109,Quercus_Texana,0.728781164546,0.684746678855,27.3783149229,0.574899177037,0.598619032358,0.315253321145,0.178289990714,2034.1916313,40271.5753138
115,Celtis_Koraiensis,0.66615552542,0.745812855851,76.6816143869,0.981519004246,0.692526178339,0.254187144149,0.421661203279,1771.17943799,89781.8439413
116,Ginkgo_Biloba,0.775399669883,0.631470784713,61.6067098227,0.907803211944,0.823590418297,0.368529215287,0.513856519433,1485.29004432,74394.2404118
118,Acer_Palmatum,0.378771143185,0.925490367908,29.3096050876,0.602693870431,0.43542210135,0.0745096320922,0.0835206577313,3211.1735208,43740.0094314
120,Quercus_Variabilis,0.89455176665,0.446964357397,50.8896838912,0.992134823851,0.811177232655,0.553035642603,0.479129057496,1258.33672551,49384.8804118
122,Liriodendron_Tulipifera,0.310612515445,0.950536619625,78.0572017886,0.889358147614,0.86525975208,0.0494633803746,0.603601898935,1649.73369513,111230.059628
124,Liquidambar_Styraciflua,0.531373750708,0.847137495958,35.7116163133,0.620403202888,0.697223399746,0.152862504042,0.201046836598,2056.90230942,48631.8137452
127,Quercus_Phellos,0.971613695613,0.236573089125,30.2394177839,0.983942406649,0.872012538596,0.763426910875,0.431470631368,1033.5945181,27298.3835491
129,Quercus_Crassifolia,0.863423032599,0.504480591082,59.134488363,0.982108714563,0.821476954944,0.495519408918,0.540089931556,1305.56717289,60766.6984511
130,Quercus_Palustris,0.245593121689,0.969373002811,22.51562818,0.451405222083,0.636846187318,0.0306269971888,0.149810827486,2061.90021737,32153.1098236
132,Quercus_Phellos,0.971481424844,0.237115670472,29.4235521411,0.989880653765,0.931071071626,0.762884329528,0.409443074595,1045.73665373,26215.9243334
133,Quercus_Alnifolia,0.813175137171,0.582019068663,63.6212118377,0.987057342337,0.834329657936,0.417980931337,0.60742050123,1277.42503727,66387.7110001
134,Quercus_Afares,0.857753191044,0.514061730976,53.786273636,0.978384450847,0.797924468186,0.485938269024,0.446603522552,1355.86868808,52980.333353
139,Quercus_Canariensis,0.898779999258,0.43839994632,52.3355345198,0.977991621817,0.77369380173,0.56160005368,0.474909306525,1315.66767796,52924.7549216
140,Alnus_Maximowiczii,0.761479831846,0.648188603488,71.015687102,0.99242506834,0.566560699167,0.351811396512,0.277123370504,2069.00281448,79461.0510001
142,Quercus_Agrifolia,0.777944952428,0.628332436685,69.3107149804,0.992060817291,0.777716313467,0.371667563315,0.644463359451,1316.05245427,74912.0510001
143,Callicarpa_Bodinieri,0.949146146727,0.314835817773,34.4676803491,0.989852390791,0.87228471671,0.685164182227,0.391140111472,1104.61385409,28824.6596275
145,Prunus_Avium,0.922470237751,0.386068207009,43.1858944742,0.987871044716,0.684054125212,0.613931792991,0.30329696262,1422.31948157,38158.0749216
146,Acer_Pictum,0.682842059088,0.730566028734,28.0128416522,0.542674654992,0.680225094033,0.269433971266,0.169124743262,2027.02005842,37874.348255
148,Acer_Rufinerve,0.361941590602,0.932200775044,72.3625883244,0.928122951211,0.718328727475,0.067799224956,0.37920413771,1852.20887524,87122.8439413
149,Lithocarpus_Cleistocarpus,0.898798028081,0.438362982831,53.0364075153,0.993981061714,0.921923179775,0.561637017169,0.630344374409,1128.51334902,52019.8113922
152,Viburnum_x_Rhytidophylloides,0.822622936116,0.568587288792,67.60121018,0.993374516446,0.904181011312,0.431412711208,0.708175221746,1250.39560002,74142.0321765
153,Celtis_Koraiensis,0.761692210929,0.647939021676,67.5402562919,0.995300008001,0.715950673747,0.352060978324,0.440931102799,1527.44942389,68188.7549216
155,Ilex_Aquifolium,0.819614117709,0.572915960723,63.2655705009,0.993487303992,0.837190772172,0.427084039277,0.561003588074,1318.62099676,65137.2455099
160,Acer_Circinatum,0.480878642273,0.876787164257,51.8059715744,0.799725128235,0.483499141166,0.123212835743,0.15805025739,2711.42626276,72102.2729609
163,Quercus_Coccinea,0.512092850532,0.858930097525,28.0650836543,0.552781959633,0.560539198802,0.141069902475,0.151925487974,2364.35815354,45039.6643334
164,Acer_Circinatum,0.471665751384,0.881777420311,55.2265548568,0.81031472732,0.490999306162,0.118222579689,0.169682132882,2715.62727288,79015.1662942
165,Quercus_Cerris,0.909888960859,0.414851875863,34.1811674652,0.834684423011,0.672955772747,0.585148124137,0.271969341393,1473.87583076,34566.8302158
166,Acer_Circinatum,0.41074409701,0.911750671385,49.3571802835,0.774980284876,0.47217310975,0.0882493286146,0.14882990837,2787.18362207,70956.6694314
167,Acer_Saccharinum,0.224074511403,0.974572015471,36.6388313448,0.672733489291,0.429418183308,0.0254279845289,0.0879731972975,3276.00194793,52227.6945295
168,Quercus_Chrysolepis,0.940119731617,0.340844378309,38.6257761,0.990996691384,0.861778368006,0.659155621691,0.493713643001,1036.93261322,33076.1188432
169,Celtis_Koraiensis,0.787231500723,0.616657574566,64.9242349472,0.991675627803,0.730813150572,0.383342425434,0.417207898866,1537.33167488,65699.7423726
171,Quercus_Semecarpifolia,0.668959914671,0.743298481476,75.9271583243,0.988508175384,0.767105036814,0.256701518524,0.620024091793,1419.87583076,84943.9631569
173,Eucalyptus_Neglecta,0.953135651643,0.302543268917,36.0602368591,0.989893944895,0.839747952561,0.697456731083,0.450651755608,1070.89098266,31687.0121765
175,Betula_Austrosinensis,0.796633389975,0.604462771374,63.7353044754,0.991509581989,0.721380583607,0.395537228626,0.431362475355,1528.26060707,67265.1827648
178,Ginkgo_Biloba,0.821886702524,0.569650988075,59.0828668426,0.922287575726,0.785127463827,0.430349011925,0.453595693747,1519.54992895,68134.340804
179,Quercus_Canariensis,0.926296469454,0.376795502465,43.5881870158,0.981065026387,0.798709767243,0.623204497535,0.420488010646,1234.41284396,40180.4588432
183,Tilia_Platyphyllos,0.520342175871,0.853957856108,77.1555071974,0.995186835963,0.681362486367,0.146042143892,0.521647215807,1563.73369513,86530.5415883
186,Alnus_Cordata,0.668826032171,0.743418952335,77.9757307698,0.99230542913,0.815642691483,0.256581047665,0.597655043448,1498.98852913,90725.4098236
188,Populus_Nigra,0.433167213551,0.901313577566,77.8307558714,0.964537132676,0.81905935963,0.0986864224344,0.56237275784,1599.11342081,96841.7435491
189,Quercus_Coccinea,0.502703118574,0.864459122559,28.117803915,0.524142177604,0.519398870012,0.135540877441,0.162984559358,2293.8312416,45703.0984511
190,Quercus_Variabilis,0.925076727185,0.379780263863,44.516030896,0.985831145331,0.845937737012,0.620219736137,0.496722057753,1145.24127108,41328.9368824
194,Quercus_Pyrenaica,0.862783863022,0.50557294796,27.4942185758,0.707562009781,0.549040107194,0.49442705204,0.175240765643,1987.55411303,38065.360804
196,Arundinaria_Simonii,0.996852780632,0.0792750512248,8.64950293575,0.954976299692,0.931562768539,0.920724948775,0.165005771048,991.060463493,6129.84158831
198,Alnus_Cordata,0.660846132548,0.750521411484,75.2119958782,0.995396499979,0.813622358189,0.249478588516,0.611450683798,1413.02301701,82814.5666864
199,Arundinaria_Simonii,0.992768782508,0.120042261217,15.5548552593,0.978244200399,0.805753139686,0.879957738783,0.23136989736,1025.34473474,11848.2129609
201,Acer_Capillipes,0.809814632838,0.586685827715,62.9542994979,0.990258641529,0.648411878266,0.413314172285,0.431781080591,1506.31948157,64856.2643334
202,Quercus_Kewensis,0.928120681463,0.372279465779,39.7905986026,0.938968324594,0.846463576006,0.627720534221,0.427896617145,1175.48391177,36469.9870785
203,Acer_Palmatum,0.473433457669,0.880829586901,27.6952509356,0.597522308433,0.413852035705,0.119170413099,0.0860740851875,2994.42121212,39449.1913922
204,Quercus_Agrifolia,0.727225378467,0.686398753578,69.7257753952,0.987135432769,0.828992604558,0.313601246422,0.585714282622,1379.79256964,74584.6106079
206,Quercus_Agrifolia,0.684941245943,0.728598304696,72.7164516171,0.993164378236,0.866907113086,0.271401695304,0.65082802677,1346.46161719,79765.5666864
211,Tilia_Tomentosa,0.441144819799,0.897435929727,82.9712300779,0.983008000062,0.734178042703,0.102564070273,0.471285519908,1782.97842786,101992.252961
212,Liriodendron_Tulipifera,0.479281808913,0.877661066497,76.3649442821,0.900294219326,0.81867719034,0.122338933503,0.515604264643,1751.39054938,106157.091
214,Magnolia_Heptapeta,0.770874700855,0.636986809582,67.1505326804,0.995592765044,0.829566558305,0.363013190418,0.69407815686,1232.96414251,70367.7360981
215,Quercus_Dolicholepis,0.879962880258,0.47504245007,54.3334098087,0.994273674574,0.904475701911,0.52495754993,0.617692342996,1124.32958284,51481.9055099
216,Acer_Mono,0.768018921134,0.640427151814,43.2185369935,0.81407470365,0.47488305117,0.359572848186,0.128858156409,2372.32784974,44324.2580589
217,Cornus_Macrophylla,0.834290101068,0.5513256998,61.0100576423,0.993754331619,0.901132923851,0.4486743002,0.633150556068,1216.01082371,62053.2768824
218,Crataegus_Monogyna,0.686837715666,0.726810809179,34.0881415563,0.773015989259,0.430490919634,0.273189190821,0.156494963881,2414.54191972,53121.8776667
219,Liquidambar_Styraciflua,0.63883857093,0.769340808935,35.2598006217,0.642344743265,0.688743193017,0.230659191065,0.214483702442,1914.49314649,45761.9831569
224,Cotinus_Coggygria,0.707107611536,0.707105950836,76.1708440551,0.995911547352,0.922249133524,0.292894049164,0.73726605725,1310.07684088,86109.5290393
225,Quercus_x_Turneri,0.93795491997,0.346757217812,37.786799199,0.93851518599,0.772769357729,0.653242782188,0.337411071703,1311.72655246,35901.3960981
227,Acer_Capillipes,0.755087120314,0.655624466243,68.4481031653,0.989163498346,0.657630660619,0.344375533757,0.456337630966,1555.37330544,73389.685902
228,Quercus_Castaneifolia,0.930662093033,0.365879855406,43.2135443819,0.982598561604,0.886749277992,0.634120144594,0.484828949956,1160.93975589,41135.8553138
231,Ilex_Cornuta,0.808498313831,0.588498493229,62.847951986,0.994360523697,0.850220272431,0.411501506771,0.665341622462,1180.18744722,61624.3396275
233,Lithocarpus_Edulis,0.932372799069,0.361498220683,38.5249218203,0.991570555724,0.934933133446,0.638501779317,0.481740720331,1044.48896241,32525.1878628
235,Acer_Circinatum,0.245401291957,0.969421583165,49.2499253903,0.747343016872,0.515047517468,0.0305784168351,0.167195701444,2753.28412713,78167.2678628
237,Populus_Grandidentata,0.415534844894,0.909577260423,74.5743154098,0.975918482137,0.838408536851,0.0904227395767,0.582299661942,1461.57431557,83990.1137452
238,Acer_Rubrum,0.50412609173,0.863630061795,64.3522034174,0.839055641739,0.646868472063,0.136369938205,0.29481136575,2173.24545517,89856.2353138
239,Tilia_Platyphyllos,0.497000167825,0.867750444069,78.9208051555,0.990812026504,0.772213054774,0.132249555931,0.510264450094,1636.1012275,92201.4286471
240,Quercus_Cerris,0.879930904008,0.475101677719,31.2311308934,0.75396817981,0.579535107269,0.524898322281,0.199508842173,1860.00786511,39315.1964903
241,Lithocarpus_Edulis,0.902642232522,0.430391682155,46.4628576708,0.9933143514,0.875607166489,0.569608317845,0.554679992804,1093.40065065,42195.0498236
242,Cercis_Siliquastrum,0.414009752133,0.910272445556,93.8245275602,0.976541268026,0.877845936951,0.089727554444,0.744436784295,1607.94184794,133043.247863
243,Quercus_Agrifolia,0.779148924266,0.626838857934,68.4997239221,0.993485759642,0.801095207586,0.373161142066,0.6254191762,1318.5793662,72748.6294314
245,Quercus_Pubescens,0.787172985012,0.616732269033,42.0219812277,0.800662982589,0.640152328738,0.383267730967,0.273970195394,1760.16724468,51276.7435491
246,Quercus_Suber,0.887782420349,0.460263374732,45.3613043828,0.983527366753,0.797167970992,0.539736625268,0.461952869087,1145.57727416,38272.2129609
247,Quercus_Pontica,0.825214808801,0.564819014673,58.3436909858,0.993220294876,0.666939145627,0.435180985327,0.437198216072,1429.91746132,58819.3647256
248,Ilex_Aquifolium,0.827782061708,0.561049782385,60.2046808751,0.994469010157,0.832262977157,0.438950217615,0.565288281733,1246.93975589,57895.4274707
249,Celtis_Koraiensis,0.720684813282,0.69326286494,70.9263238687,0.987185270954,0.684475306356,0.30673713506,0.409025519845,1674.14285806,76727.0635491
252,Lithocarpus_Cleistocarpus,0.905642168819,0.424042759703,50.5195563015,0.992198361181,0.934614039028,0.575957240297,0.602319779684,1130.41284396,50171.7988432
253,Acer_Saccharinum,0.571391298847,0.820677758686,39.850401479,0.700577891062,0.411830204462,0.179322241314,0.0844180312942,3436.4872293,55006.2855099
256,Magnolia_Salicifolia,0.84124817379,0.540649156196,57.2345284347,0.993859502756,0.813001962955,0.459350843804,0.644839500874,1142.49610508,55191.9619805
257,Quercus_Crassifolia,0.868281117917,0.496072474815,58.3081084334,0.985325564617,0.871481708403,0.503927525185,0.55829202562,1285.54992895,60901.1702158
258,Fagus_Sylvatica,0.730056641936,0.683386639879,70.8603567876,0.995733994803,0.90230796568,0.316613360121,0.718644638662,1251.75093908,75858.685902
259,Quercus_Trojana,0.894546769882,0.446974357759,50.9948413849,0.990562379015,0.734540931178,0.553025642241,0.420550578916,1336.29509495,48858.3710001
260,Quercus_Afares,0.845093223305,0.534618970785,55.255352856,0.979561087483,0.683986983798,0.465381029215,0.434597170711,1378.92251195,53461.9180589
262,Quercus_Palustris,0.384894973022,0.922960378208,19.8814746075,0.48078896191,0.486427295875,0.0770396217919,0.109802470143,2458.09112623,30002.9153138
263,Quercus_Imbricaria,0.927676716508,0.373384399312,44.8633355135,0.991212382361,0.845238717305,0.626615600688,0.555735485371,1099.30014559,42749.8678628
265,Eucalyptus_Urnigera,0.875294934607,0.483589472022,52.6793962736,0.993843827489,0.858652327966,0.516410527978,0.575794076004,1153.64329134,50207.4023726
267,Quercus_Ilex,0.892882167542,0.45029038951,46.7012924832,0.992384607277,0.78251133996,0.54970961049,0.564539702839,1062.57222353,40657.653353
268,Acer_Circinatum,0.421744776755,0.906714587552,53.810932738,0.807783566993,0.325329298726,0.093285412448,0.0752068140553,4033.7992047,75503.7698236
269,Phildelphus,0.879328381113,0.476215915493,51.8902081844,0.994131678402,0.869086317127,0.523784084507,0.544770251804,1174.21183383,48958.4713922
270,Quercus_Crassipes,0.965109096327,0.261848109,33.1794097018,0.978628915488,0.916671862821,0.738151891,0.45350730735,1041.97929441,29879.4086471
273,Cornus_Controversa,0.656767280215,0.754093322898,76.7300775042,0.996083991631,0.824981553581,0.245906677102,0.746340052516,1300.80476295,86101.5604118
275,Quercus_Hartwissiana,0.817666796948,0.575691765764,54.3595922904,0.92594683969,0.731955680674,0.424308234236,0.477687761842,1357.34891882,57117.7298236
278,Quercus_Variabilis,0.93107900324,0.36481761159,44.6514739547,0.990390447591,0.815706219469,0.63518238841,0.458816892674,1214.3123389,42977.320804
280,Quercus_x_Turneri,0.906888562807,0.421370543168,45.9086732093,0.948942114733,0.807293200984,0.578629456832,0.424812202158,1305.91031864,46064.7925687
282,Populus_Nigra,0.487348265062,0.873207689236,74.6261878108,0.957936381736,0.828749843126,0.126792310764,0.580490965173,1510.56212226,89502.8376667
283,Quercus_Chrysolepis,0.923366167065,0.383920462491,44.7509481021,0.989267588658,0.921652359788,0.616079537509,0.551631460095,1084.48896241,41156.4525687
286,Betula_Austrosinensis,0.830227534993,0.557424649741,61.591212427,0.995171331355,0.697331296464,0.442575350259,0.374434689806,1577.13066475,61622.8302158
288,Acer_Mono,0.769070457405,0.639164009896,40.5497955399,0.758381895689,0.508753400578,0.360835990104,0.151686966922,2270.07806637,47672.3847256
289,Eucalyptus_Glaucescens,0.959210016001,0.28269443787,26.6406047257,0.905198850697,0.520819788695,0.71730556213,0.312626460606,1144.7904776,23469.955706
290,Alnus_Rubra,0.641145928018,0.767418985292,79.6336086148,0.992723238978,0.741421561334,0.232581014708,0.50167049897,1656.68701394,93177.4411962
291,Viburnum_Tinus,0.876523012247,0.481359957829,54.0624368229,0.993255493911,0.920659367136,0.518640042171,0.622256537277,1142.3123389,52795.8741373
294,Populus_Adenopoda,0.645655829884,0.763628541463,67.0211318856,0.993196196256,0.867209394558,0.236371458537,0.603346488872,1319.8342002,69777.2768824
298,Quercus_Pyrenaica,0.843754508092,0.536729289377,32.5800257718,0.731160541768,0.649604215901,0.463270710623,0.235248624727,1710.55202099,39544.8313922
302,Eucalyptus_Neglecta,0.955962840016,0.293487731443,37.2684030372,0.990509401292,0.934507407786,0.706512268557,0.470710918818,1078.30519622,33919.4149216
303,Quercus_Pubescens,0.768897608263,0.639371932452,46.3030353841,0.815701919345,0.568543413958,0.360628067548,0.269988953981,1917.46370924,61690.4360981
304,Morus_Nigra,0.577964971463,0.816061573511,78.1398889212,0.97908299342,0.724454633342,0.183938426489,0.456906899456,1747.3560615,94013.8439413
306,Quercus_x_Turneri,0.935378197637,0.353649017227,40.0492452488,0.965246575222,0.892444128281,0.646350982773,0.463772604279,1144.57222353,37578.4149216
307,Quercus_Imbricaria,0.931510707718,0.363713900487,44.4873712632,0.988934489114,0.911473775495,0.636286099513,0.553915658713,1098.08694215,42495.8553138
309,Quercus_Crassipes,0.951276489072,0.30833916608,36.9482994182,0.987081235053,0.821240811199,0.69166083392,0.487432767759,1047.83715879,33236.9494314
310,Eucalyptus_Urnigera,0.895227259027,0.445609868265,51.8223949373,0.994085572036,0.920890509057,0.554390131735,0.587543354346,1143.94480653,50255.3396275
311,Acer_Pictum,0.571449269348,0.82063739408,33.8927930074,0.645970947179,0.628434192297,0.17936260592,0.225764953364,1728.28499369,38587.3972746
314,Alnus_Rubra,0.778117350231,0.62811892924,64.2434018433,0.993460167489,0.767485232229,0.37188107076,0.501262882607,1407.79256964,66384.2831569
315,Quercus_Dolicholepis,0.880469708456,0.474102407178,53.6073417543,0.992431442174,0.880938398369,0.525897592822,0.587944285615,1150.08694215,51073.4086471
317,Acer_Opalus,0.423231368711,0.906021638008,76.3819480288,0.897365682342,0.810786915388,0.0939783619917,0.546556542859,1724.02510906,109556.116098
319,Quercus_Trojana,0.83705906084,0.547112537479,57.4946123258,0.990005370541,0.743616411015,0.452887462521,0.476872630992,1357.10627814,57748.3270785
